区域,板块,小区,户型,面积,总价,单价,成交日期,楼层,装修
杨浦,周家嘴路,汽车公寓小区,2室0厅,46.04平米,176万,38227元/平,2016-02-25,中层/6层,简装
长宁,北新泾,金钟小区,2室1厅,57.92平米,198万,34185元/平,2016-02-25,高层/6层,简装
长宁,古北,广场大厦,4室2厅,184.91平米,620万,33529元/平,2016-02-25,中层/20层,精装
长宁,新华路,长虹小区,1室0厅,22.2平米,105万,47297元/平,2016-02-25,高层/6层,中装
长宁,新华路,长虹小区,3室1厅,63.01平米,315万,49992元/平,2016-02-25,低层/6层,中装
长宁,新华路,长虹小区,2室1厅,51.0平米,287万,56274元/平,2016-02-25,低层/6层,精装
长宁,新华路,长虹小区,1室0厅,22.2平米,105万,47297元/平,2016-02-25,高层/6层,中装
长宁,新华路,长虹小区,3室1厅,63.01平米,315万,49992元/平,2016-02-25,低层/6层,中装
长宁,新华路,长虹小区,2室1厅,51.0平米,287万,56274元/平,2016-02-25,低层/6层,精装
长宁,新华路,锦海大厦,2室2厅,117.18平米,420万,35842元/平,2016-02-25,中层/34层,中装
长宁,新华路,番禺路222弄,1室1厅,35.51平米,170万,47873元/平,2016-02-25,低层/7层,精装
长宁,仙霞,芙二小区,1室1厅,36.71平米,165万,44946元/平,2016-02-25,中层/6层,中装
长宁,仙霞,天台家园,1室2厅,54.24平米,385万,70980元/平,2016-02-25,高层/12层,精装
长宁,镇宁路,嘉里华庭,3室2厅,175.35平米,1868万,106529元/平,2016-02-25,中层/38层,豪装
长宁,中山公园,虹桥万博花园,3室2厅,136.24平米,816万,59894元/平,2016-02-25,低层/18层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,奥林匹克花园,2室2厅,104.44平米,250万,23937元/平,2016-02-25,低层/8层,精装
松江,九亭,绿庭尚城,1室2厅,70.26平米,208万,29604元/平,2016-02-25,高层/22层,精装
松江,九亭,绿庭尚城,1室2厅,70.26平米,208万,29604元/平,2016-02-25,高层/22层,精装
松江,九亭,绿庭尚城,1室2厅,70.26平米,208万,29604元/平,2016-02-25,高层/22层,精装
松江,九亭,绿庭尚城,1室2厅,70.26平米,208万,29604元/平,2016-02-25,高层/22层,精装
松江,九亭,贝尚湾（公寓）,2室2厅,87.17平米,350万,40151元/平,2016-02-25,中层/16层,豪装
松江,九亭,贝尚湾（公寓）,2室2厅,87.17平米,350万,40151元/平,2016-02-25,中层/16层,豪装
松江,九亭,贝尚湾（公寓）,2室2厅,87.17平米,350万,40151元/平,2016-02-25,中层/16层,豪装
松江,九亭,贝尚湾（公寓）,2室2厅,87.17平米,350万,40151元/平,2016-02-25,中层/16层,豪装
松江,九亭,象屿都城,2室2厅,93.57平米,258万,27572元/平,2016-02-25,中层/5层,精装
松江,九亭,青春驿站,1室1厅,45.98平米,130万,28273元/平,2016-02-25,中层/11层,中装
松江,九亭,青春驿站,1室1厅,45.98平米,130万,28273元/平,2016-02-25,中层/11层,中装
松江,泗泾,新凯家园（二期）,2室2厅,77.66平米,178万,22920元/平,2016-02-25,中层/14层,精装
松江,泗泾,新凯家园（二期）,2室2厅,77.66平米,178万,22920元/平,2016-02-25,中层/14层,精装
松江,泗泾,新凯家园（二期）,2室2厅,77.66平米,178万,22920元/平,2016-02-25,中层/14层,精装
松江,泗泾,丽水豪庭,2室2厅,77.29平米,160万,20701元/平,2016-02-25,高层/18层,精装
松江,泗泾,丽水豪庭,2室2厅,77.29平米,160万,20701元/平,2016-02-25,高层/18层,精装
松江,泗泾,丽水豪庭,2室2厅,77.29平米,160万,20701元/平,2016-02-25,高层/18层,精装
松江,泗泾,西南名苑,2室2厅,115.0平米,248万,21565元/平,2016-02-25,高层/15层,精装
松江,松江大学城,松云水苑（公寓）,3室2厅,153.08平米,262万,17115元/平,2016-02-25,中层/14层,精装
松江,松江大学城,松云水苑（公寓）,3室2厅,153.08平米,262万,17115元/平,2016-02-25,中层/14层,精装
松江,莘闵别墅,同润加州（公寓）,3室1厅,113.13平米,266万,23512元/平,2016-02-25,高层/4层,精装
松江,莘闵别墅,同润家园,4室2厅,244.53平米,640万,26172元/平,2016-02-25,地上3层,精装
嘉定,安亭,紫荆二村,2室2厅,77.29平米,110万,14232元/平,2016-02-25,高层/6层,简装
嘉定,丰庄,丰庄二村,1室1厅,48.66平米,123万,25277元/平,2016-02-25,中层/6层,毛坯
嘉定,嘉定新城,龙湖郦城,4室2厅,166.29平米,413万,24836元/平,2016-02-25,高层/25层,中装
嘉定,嘉定新城,盘古天地,2室2厅,88.34平米,225万,25469元/平,2016-02-25,低层/27层,精装
嘉定,嘉定新城,盘古天地,2室2厅,88.34平米,225万,25469元/平,2016-02-25,低层/27层,精装
嘉定,江桥,富友嘉园（二期）,1室1厅,56.3平米,156万,27708元/平,2016-02-25,低层/6层,精装
嘉定,江桥,富友嘉园（二期）,1室1厅,56.3平米,156万,27708元/平,2016-02-25,低层/6层,精装
嘉定,江桥,华江景城,2室2厅,92.36平米,310万,33564元/平,2016-02-25,中层/21层,精装
嘉定,菊园新区,合景叠翠峰苑,3室2厅,91.46平米,198万,21648元/平,2016-02-25,高层/18层,精装
黄浦,打浦桥,五岭小区,1室0厅,33.4平米,193万,57784元/平,2016-02-25,低层/7层,中装
黄浦,蓬莱公园,华浩苑,2室1厅,83.6平米,500万,59808元/平,2016-02-25,中层/18层,中装
黄浦,五里桥,汇龙新城,2室2厅,98.88平米,743万,75141元/平,2016-02-25,中层/33层,精装
黄浦,新天地,淮海晶华苑,2室2厅,170.11平米,1020万,59961元/平,2016-02-25,低层/31层,精装
黄浦,新天地,巴士小区,2室1厅,46.4平米,370万,79741元/平,2016-02-25,低层/7层,精装
静安,南京西路,远中风华园（公寓）,5室2厅,290.86平米,2700万,92828元/平,2016-02-25,低层/13层,豪装
静安,南京西路,远中风华园（公寓）,5室2厅,290.86平米,2700万,92828元/平,2016-02-25,低层/13层,豪装
静安,南京西路,远中风华园（公寓）,5室2厅,290.86平米,2700万,92828元/平,2016-02-25,低层/13层,豪装
静安,南京西路,太平花园,2室0厅,22.7平米,142万,62555元/平,2016-02-25,低层/4层,简装
闸北,大宁,粤秀苑,2室2厅,65.62平米,350万,53337元/平,2016-02-25,中层/6层,精装
闸北,大宁,粤秀苑,2室2厅,65.62平米,350万,53337元/平,2016-02-25,中层/6层,精装
闸北,彭浦,闻喜路251弄,2室1厅,38.5平米,140万,36363元/平,2016-02-25,低层/6层,精装
闸北,彭浦,星保花苑,2室1厅,77.87平米,223万,28637元/平,2016-02-25,低层/13层,简装
虹口,江湾镇,凯阳新寓,1室1厅,60.88平米,76万,12483元/平,2016-02-25,中层/15层,简装
虹口,凉城,文苑小区（虹口）,2室2厅,116.06平米,385万,33172元/平,2016-02-25,高层/6层,精装
虹口,凉城,广苑小区,1室1厅,54.71平米,148万,27051元/平,2016-02-25,高层/7层,精装
虹口,凉城,凉城路847弄,3室1厅,74.29平米,320万,43074元/平,2016-02-25,中层/6层,精装
虹口,凉城,广灵四路280弄,3室1厅,81.67平米,283万,34651元/平,2016-02-25,高层/6层,中装
虹口,凉城,场中路803弄,1室1厅,38.63平米,100万,25886元/平,2016-02-25,低层/6层,中装
虹口,临平路,瑞虹新城（二期）,3室2厅,181.02平米,1050万,58004元/平,2016-02-25,低层/40层,精装
虹口,临平路,瑞虹新城（二期）,3室2厅,181.02平米,1050万,58004元/平,2016-02-25,低层/40层,精装
虹口,临平路,虹口典范,2室2厅,113.82平米,508万,44631元/平,2016-02-25,低层/27层,精装
虹口,鲁迅公园,何家宅小区,1室1厅,36.9平米,158万,42818元/平,2016-02-25,中层/6层,精装
虹口,曲阳,密云小区,2室0厅,52.0平米,300万,57692元/平,2016-02-25,中层/18层,简装
虹口,曲阳,赤峰小区,2室0厅,67.13平米,320万,47668元/平,2016-02-25,高层/24层,精装
虹口,四川北路,金机大厦（公寓）,2室1厅,63.39平米,238万,37545元/平,2016-02-25,高层/7层,豪装
青浦,徐泾,高景花园,1室1厅,63.1平米,136万,21553元/平,2016-02-25,低层/6层,精装
青浦,徐泾,高景花园,1室1厅,63.1平米,136万,21553元/平,2016-02-25,低层/6层,精装
青浦,夏阳,宜达新居,3室2厅,109.68平米,187万,17049元/平,2016-02-25,低层/6层,中装
青浦,盈浦,西园新村,2室1厅,81.72平米,132万,16152元/平,2016-02-25,高层/6层,精装
青浦,盈浦,胜利路204弄,2室1厅,67.72平米,118万,17424元/平,2016-02-25,低层/6层,精装
奉贤,西渡,鸿宝一村,2室1厅,70.84平米,108万,15245元/平,2016-02-25,中层/6层,中装
奉贤,西渡,鸿宝一村,2室1厅,70.84平米,108万,15245元/平,2016-02-25,中层/6层,中装
奉贤,西渡,鸿宝一村,2室1厅,70.84平米,108万,15245元/平,2016-02-25,中层/6层,中装
奉贤,西渡,金都雅苑（公寓）,2室2厅,85.03平米,139万,16347元/平,2016-02-25,高层/6层,精装
奉贤,西渡,金都雅苑（公寓）,2室2厅,85.03平米,139万,16347元/平,2016-02-25,高层/6层,精装
浦东,北蔡,金旋小区,2室1厅,72.31平米,305万,42179元/平,2016-02-24,低层/6层,简装
浦东,北蔡,宏莲馨苑,4室2厅,173.29平米,619万,35720元/平,2016-02-24,高层/6层,精装
浦东,曹路,阳光苑,2室2厅,92.19平米,229万,24840元/平,2016-02-24,高层/6层,中装
浦东,曹路,阳光苑,2室2厅,92.19平米,229万,24840元/平,2016-02-24,高层/6层,中装
浦东,曹路,阳光苑,2室2厅,92.19平米,229万,24840元/平,2016-02-24,高层/6层,中装
浦东,曹路,银丰苑,1室1厅,55.47平米,135万,24337元/平,2016-02-24,低层/6层,毛坯
浦东,曹路,丰舍西苑,3室2厅,108.28平米,220万,20317元/平,2016-02-24,高层/6层,简装
浦东,金桥,沪东新村,1室1厅,43.68平米,115万,26327元/平,2016-02-24,高层/6层,毛坯
浦东,金桥,东陆新村六街坊,2室1厅,64.83平米,230万,35477元/平,2016-02-24,中层/6层,精装
浦东,金桥,沪南船舶小区,1室1厅,48.89平米,195万,39885元/平,2016-02-24,低层/6层,精装
浦东,金桥,东陆新村七街坊,2室1厅,57.71平米,154万,26685元/平,2016-02-24,高层/6层,中装
浦东,金桥,东方丽景,2室2厅,103.76平米,485万,46742元/平,2016-02-24,低层/13层,中装
浦东,金桥,荷五小区,2室1厅,68.83平米,240万,34868元/平,2016-02-24,低层/6层,精装
浦东,金桥,东一小区,2室1厅,69.84平米,170万,24341元/平,2016-02-24,高层/6层,中装
浦东,金桥,东一小区,2室1厅,69.84平米,170万,24341元/平,2016-02-24,高层/6层,中装
浦东,金桥,莱阳北小区,2室1厅,56.81平米,180万,31684元/平,2016-02-24,高层/6层,精装
浦东,金桥,莱阳北小区,2室1厅,56.81平米,167万,29396元/平,2016-02-24,高层/6层,精装
浦东,金杨,香山新村东北街坊,1室1厅,45.11平米,200万,44336元/平,2016-02-24,中层/6层,精装
浦东,康桥,康桥宝邸,2室2厅,76.71平米,185万,24116元/平,2016-02-24,中层/11层,毛坯
浦东,康桥,康桥宝邸,2室2厅,76.71平米,185万,24116元/平,2016-02-24,中层/11层,毛坯
浦东,康桥,康桥宝邸,2室2厅,76.71平米,185万,24116元/平,2016-02-24,中层/11层,毛坯
浦东,康桥,康桥宝邸,2室2厅,76.71平米,185万,24116元/平,2016-02-24,中层/11层,毛坯
浦东,泥城镇,清风丽苑,2室1厅,81.1平米,77万,9494元/平,2016-02-24,低层/6层,简装
浦东,三林,香樟苑（浦东）,2室1厅,65.23平米,253万,38785元/平,2016-02-24,中层/6层,精装
浦东,三林,岭南苑（凌兆路99弄）,4室2厅,161.26平米,490万,30385元/平,2016-02-24,高层/7层,精装
浦东,唐镇,白金瀚宫,5室3厅,263.01平米,1398万,53153元/平,2016-02-24,地上3层,毛坯
浦东,唐镇,金唐公寓,2室1厅,85.61平米,284万,33173元/平,2016-02-24,高层/6层,精装
浦东,唐镇,金唐公寓,2室1厅,85.61平米,284万,33173元/平,2016-02-24,高层/6层,精装
浦东,唐镇,保利金色唐城,1室2厅,63.37平米,227万,35821元/平,2016-02-24,高层/5层,精装
浦东,潍坊,潍坊九村,2室1厅,57.41平米,405万,70545元/平,2016-02-24,低层/6层,精装
浦东,外高桥,天鹅泉公寓,1室2厅,59.22平米,185万,31239元/平,2016-02-24,中层/4层,精装
浦东,外高桥,学前二村,2室1厅,53.98平米,137万,25379元/平,2016-02-24,中层/6层,精装
浦东,外高桥,学前二村,2室1厅,67.91平米,175万,25769元/平,2016-02-24,高层/5层,精装
浦东,新场,汇锦城（公寓）,1室1厅,52.65平米,120万,22792元/平,2016-02-24,高层/17层,精装
浦东,新场,吉宝汇锦城（一期）,4室3厅,166.89平米,317万,18994元/平,2016-02-24,高层/5层,毛坯
浦东,洋泾,凌高小区,2室1厅,62.68平米,280万,44671元/平,2016-02-24,低层/24层,精装
浦东,张江,城市经典（二期）（别墅）,5室2厅,260.33平米,1100万,42254元/平,2016-02-24,地上4层,毛坯
浦东,周浦,印象春城,2室2厅,89.8平米,324万,36080元/平,2016-02-24,低层/14层,毛坯
浦东,周浦,印象春城,2室2厅,89.8平米,324万,36080元/平,2016-02-24,低层/14层,毛坯
浦东,周浦,印象春城,2室2厅,89.8平米,324万,36080元/平,2016-02-24,低层/14层,毛坯
浦东,周浦,欧风家园,2室1厅,71.19平米,190万,26689元/平,2016-02-24,高层/5层,精装
浦东,周浦,欧风家园,2室1厅,71.19平米,190万,26689元/平,2016-02-24,高层/5层,精装
浦东,周浦,安阁苑,1室1厅,54.83平米,131万,23892元/平,2016-02-24,中层/4层,毛坯
浦东,周浦,安阁苑,1室1厅,54.83平米,131万,23892元/平,2016-02-24,中层/4层,毛坯
浦东,周浦,安阁苑,1室1厅,54.83平米,131万,23892元/平,2016-02-24,中层/4层,毛坯
浦东,周浦,汇丽苑,3室1厅,117.2平米,328万,27986元/平,2016-02-24,中层/6层,精装
浦东,周浦,桃园新城中虹佳园,1室1厅,57.76平米,118万,20429元/平,2016-02-24,低层/14层,中装
浦东,周浦,桃园新城中虹佳园,1室1厅,57.76平米,150万,25969元/平,2016-02-24,高层/14层,毛坯
浦东,周浦,瑞阳苑,1室2厅,59.94平米,150万,25025元/平,2016-02-24,低层/11层,毛坯
浦东,周浦,汇华花园,2室2厅,92.98平米,229万,24628元/平,2016-02-24,高层/6层,简装
闵行,春申,高兴花园,1室1厅,47.46平米,196万,41297元/平,2016-02-24,中层/6层,精装
闵行,春申,高兴花园,1室1厅,47.46平米,196万,41297元/平,2016-02-24,中层/6层,精装
闵行,春申,高兴花园,1室1厅,47.46平米,196万,41297元/平,2016-02-24,中层/6层,精装
闵行,春申,高兴花园,1室1厅,47.46平米,196万,41297元/平,2016-02-24,中层/6层,精装
闵行,春申,爱庐世纪新苑,3室2厅,104.48平米,293万,28043元/平,2016-02-24,低层/14层,精装
闵行,春申,爱庐世纪新苑,3室2厅,104.48平米,293万,28043元/平,2016-02-24,低层/14层,精装
闵行,春申,君莲小区,2室2厅,84.59平米,200万,23643元/平,2016-02-24,中层/17层,毛坯
闵行,春申,春馨苑,2室2厅,78.67平米,245万,31142元/平,2016-02-24,中层/6层,中装
闵行,古美,江南星城,2室2厅,90.52平米,445万,49160元/平,2016-02-24,中层/6层,精装
闵行,古美,江南星城,2室2厅,90.52平米,445万,49160元/平,2016-02-24,中层/6层,精装
闵行,古美,江南星城,2室2厅,90.52平米,445万,49160元/平,2016-02-24,中层/6层,精装
闵行,古美,蔚蓝城市花园,2室2厅,98.16平米,509万,51854元/平,2016-02-24,高层/14层,精装
闵行,古美,春江锦庐,3室2厅,115.49平米,530万,45891元/平,2016-02-24,低层/6层,精装
闵行,古美,古美四村,3室1厅,74.91平米,285万,38045元/平,2016-02-24,中层/6层,精装
闵行,古美,古美四村,3室1厅,74.91平米,285万,38045元/平,2016-02-24,中层/6层,精装
闵行,华漕,西郊九韵城,2室2厅,72.41平米,203万,28034元/平,2016-02-24,中层/6层,精装
闵行,华漕,万科时一区（二期）,4室2厅,140.9平米,900万,63875元/平,2016-02-24,中层/5层,精装
闵行,航华,华菁公寓,2室1厅,89.02平米,195万,21905元/平,2016-02-24,低层/13层,精装
闵行,静安新城,静安新城（十一区）,1室1厅,48.65平米,165万,33915元/平,2016-02-24,高层/6层,精装
闵行,静安新城,静安新城（十一区）,1室1厅,48.65平米,165万,33915元/平,2016-02-24,高层/6层,精装
闵行,金虹桥,虹梅路2986弄,2室1厅,72.46平米,202万,27877元/平,2016-02-24,高层/6层,精装
闵行,龙柏,龙柏二村,1室1厅,40.17平米,159万,39581元/平,2016-02-24,低层/6层,精装
闵行,龙柏,龙柏二村,1室1厅,40.17平米,159万,39581元/平,2016-02-24,低层/6层,精装
闵行,龙柏,龙柏二村,1室1厅,40.17平米,159万,39581元/平,2016-02-24,低层/6层,精装
闵行,龙柏,龙柏二村,1室1厅,40.17平米,159万,39581元/平,2016-02-24,低层/6层,精装
闵行,龙柏,嘉富丽苑,1室1厅,63.94平米,249万,38942元/平,2016-02-24,高层/11层,精装
闵行,龙柏,嘉富丽苑,1室1厅,63.94平米,249万,38942元/平,2016-02-24,高层/11层,精装
闵行,老闵行,合生城邦,1室2厅,71.39平米,200万,28015元/平,2016-02-24,中层/18层,精装
闵行,老闵行,合生城邦,1室2厅,71.39平米,200万,28015元/平,2016-02-24,中层/18层,精装
闵行,老闵行,合生城邦,1室2厅,71.39平米,200万,28015元/平,2016-02-24,中层/18层,精装
闵行,老闵行,鹤北新村二街坊,3室2厅,139.38平米,282万,20232元/平,2016-02-24,高层/6层,精装
闵行,老闵行,高华小区,2室0厅,45.38平米,83万,18289元/平,2016-02-24,中层/6层,简装
闵行,老闵行,夏朵小城（一期）,2室2厅,83.65平米,185万,22115元/平,2016-02-24,高层/6层,精装
闵行,老闵行,凤庆小区,2室1厅,54.4平米,96万,17647元/平,2016-02-24,中层/6层,中装
闵行,老闵行,凤庆小区,2室1厅,54.4平米,96万,17647元/平,2016-02-24,中层/6层,中装
闵行,老闵行,凤庆小区,2室1厅,54.4平米,96万,17647元/平,2016-02-24,中层/6层,中装
